step,topics,train_reward,train_improvement,train_baseline,train_post,train_tokens,train_prompt_leaks,policy_entropy,eval_reward,eval_improvement,eval_tokens,eval_prompt_leaks,best_reference_reward,greedy_actions_json,best_reference_actions_json
11,"decimal_to_binary,fraction_addition,subject_verb_agreement",5.4488687657760195,0.08442618765776021,0.014389024315627143,0.09881521197338734,49.895833333333336,0.0,0.2728667766013764,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
12,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.507423842613766,0.09482423842613764,0.013888835683050103,0.10871307410918775,49.583333333333336,0.0,0.17773274810741527,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
13,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.610260815356546,0.09540260815356545,0.014601498673212051,0.11000410682677751,48.833333333333336,0.0,0.17148984373457501,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
14,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.981588387585007,0.09922838387585008,0.015300845223208848,0.11452922909905892,49.020833333333336,0.0,0.15645508254589843,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
15,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.025749932695267,0.09088249932695268,0.012861652245658732,0.10374415157261141,51.041666666666664,0.0,0.1564550825458982,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
16,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.624125422166062,0.09566625422166063,0.014040501350605994,0.10970675557226661,49.041666666666664,0.0,0.15645508254589804,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
17,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.3976086625166,0.09297608662516599,0.012809421447229796,0.1057855080723958,48.333333333333336,0.0,0.15645508254589832,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
18,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.048359584789129,0.09129609584789128,0.014060043921631437,0.10535613976952272,51.354166666666664,0.0,0.11801713596497464,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
19,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.04600205710971,0.0912475205710971,0.013653026402578797,0.1049005469736759,51.3125,0.0,0.07102562453883043,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
20,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.60698924597061,0.0964948924597061,0.01315835295311552,0.10965324541282162,50.708333333333336,0.0,0.0710256245388304,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
21,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.263638698666235,0.09186138698666235,0.013778140708295632,0.10563952769495799,48.708333333333336,0.0,0.07102562453883045,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
22,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.494433163822529,0.09369433163822528,0.012916917276329596,0.10661124891455488,47.916666666666664,0.0,0.07102562453883048,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
23,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.948023001916791,0.0980052300191679,0.013736651530287533,0.11174188154945545,47.541666666666664,0.0,0.07102562453883059,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
24,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.157280333232792,0.09132280333232791,0.01228298998600118,0.1036057933183291,49.583333333333336,0.0,0.07102562453883061,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
25,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.380604300872701,0.094131043008727,0.012627429811022321,0.10675847281974933,50.541666666666664,0.0,0.07102562453883078,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
26,"decimal_to_binary,fraction_addition,subject_verb_agreement",5.969356109517356,0.08899356109517355,0.012590645790798376,0.10158420688597193,48.833333333333336,0.0,0.07102562453883075,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
27,"decimal_to_binary,fraction_addition,subject_verb_agreement",5.990809563445601,0.090008095634456,0.012245407074810309,0.10225350270926631,50.166666666666664,0.0,0.07102562453883073,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
28,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.828899176153834,0.09826399176153833,0.01401443462970748,0.11227842639124581,49.958333333333336,0.0,0.07102562453883082,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
29,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.335969048799132,0.09283469048799133,0.013450440948076662,0.10628513143606799,49.125,0.0,0.05864958992543275,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
30,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.277066413367829,0.0930956641336783,0.013048920192552335,0.10614458432623063,50.541666666666664,0.0,0.05864958992543271,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
31,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.739143550043042,0.09654143550043041,0.013004753566161638,0.10954618906659204,48.583333333333336,0.0,0.05864958992543271,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
32,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.134636837705738,0.09204636837705737,0.013756248551889299,0.10580261692894667,51.166666666666664,0.0,0.05864958992543275,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
33,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.764482477016631,0.09719482477016632,0.01398419616254959,0.11117902093271591,49.25,0.0,0.05864958992543276,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
34,"decimal_to_binary,fraction_addition,subject_verb_agreement",5.498718564046842,0.08699968564046841,0.012080593440079215,0.09908027908054763,53.354166666666664,0.0,0.044400146058206115,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
35,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.576182719659928,0.09573682719659928,0.014106471427985356,0.10984329862458464,49.958333333333336,0.0,0.04440014605820616,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
36,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.604796816690286,0.09509796816690286,0.013140210126550679,0.10823817829345354,48.416666666666664,0.0,0.04440014605820624,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
37,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.255431620628759,0.09255431620628758,0.01338358633565502,0.10593790254194262,50.0,0.0,0.04440014605820624,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
38,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.288095762195528,0.09358095762195527,0.013895950332866197,0.10747690795482147,51.166666666666664,0.0,0.043666361890776044,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
39,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.300876979369433,0.09393376979369433,0.012920759607822366,0.10685452940151668,51.541666666666664,0.0,0.04366636189077596,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
40,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.451242763384041,0.0942624276338404,0.013148945042253784,0.10741137267609419,49.583333333333336,0.0,0.04477323384609643,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
41,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.780668090874715,0.09770668090874714,0.015470463078189875,0.11317714398693701,49.833333333333336,0.0,0.044773233846096466,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
42,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.4990666160582,0.095315666160582,0.013768037533755639,0.10908370369433763,50.541666666666664,0.0,0.04477323384609652,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
43,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.466396756474289,0.0938139675647429,0.014658282213034274,0.10847224977777718,48.583333333333336,0.0,0.04477323384609652,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
44,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.144590632969838,0.09209590632969838,0.012735895393808941,0.10483180172350733,51.083333333333336,0.0,0.04477323384609652,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
45,"decimal_to_binary,fraction_addition,subject_verb_agreement",6.740910579122773,0.09770910579122773,0.014309397478968616,0.11201850327019636,50.5,0.0,0.04477323384609654,6.364564243946788,0.09364564243946788,50.0,0.0,6.496261955650152,"{""decimal_to_binary"": ""place_values:rule:60:quiz"", ""fraction_addition"": ""convert_numerators:rule:92:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:92:noquiz""}","{""decimal_to_binary"": ""place_values:rule:60:noquiz"", ""fraction_addition"": ""convert_numerators:rule:60:noquiz"", ""subject_verb_agreement"": ""self_check:worked_example:60:noquiz""}"
